,Removed_node,avg_trip_length,avg_trip_length_change,avg_high_util,avg_high_util_change
1,Stratford,7.865242341274035,0.2215754607839593,0.08851711401324308,-0.025127278699293754
2,King's Cross St. Pancras,8.539589507459523,0.32631043454803,0.13770178897568774,0.516562296943169
3,Waterloo,9.171165417848004,0.42440247040358187,0.10093744063599956,0.11166251329910672
