,Removed_node,avg_trip_length,avg_trip_length_change,avg_high_util,avg_high_util_change
1,Green Park,6.811071900704815,0.05784894279410403,0.09138084960298654,0.0064121330696123744
2,King's Cross St. Pancras,7.49251778569766,0.163686440844371,0.11975238444726402,0.31887866216341654
3,Bank and Monument,9.335903152961862,0.4499884048158227,0.12314905883138581,0.35628753204281416
