,Removed_node,avg_trip_length,avg_trip_length_change,avg_high_util,avg_high_util_change
1,Bank and Monument,7.241286418294712,0.1246669090763355,0.08261848000928429,-0.09009118367405226
2,Oxford Circus,7.441635097715171,0.1557836909580824,0.08266969918781943,-0.08952708733496618
3,Stratford,8.828077316322515,0.371116381110292,0.08031556200729906,-0.11545409755296437
