,Removed_node,avg_trip_length,avg_trip_length_change,avg_high_util,avg_high_util_change
1,Green Park,6.811071900704815,0.05784894279410403,0.09138084960298654,0.0064121330696123744
2,Bank and Monument,7.668962020654944,0.19109054846983337,0.09399237936424681,0.03517390590301832
3,Charing Cross,8.41735655874548,0.3073260518463329,0.0976334794484667,0.07527472919805497
